cve_id,description,cvss_score,severity_label
CVE-2023-1679,An attacker can exploit a xss vulnerability to compromise the system.,8.6,High
CVE-2023-1680,The application suffers from directory traversal which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1681,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.2,High
CVE-2023-1682,The application suffers from bypass which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1683,An attacker can exploit a dos vulnerability to compromise the system.,8.1,High
CVE-2023-1684,A minor issue related to deprecated algorithm was discovered.,1.2,Low
CVE-2023-1685,An attacker can exploit a denial of service vulnerability to compromise the system.,8.7,High
CVE-2023-1686,A minor issue related to version exposure was discovered.,2.2,Low
CVE-2023-1687,"A vulnerability allows rce via crafted payload. However, it requires physical access and user interaction.",7.6,Low
CVE-2023-1688,An attacker can exploit a dos vulnerability to compromise the system.,7.2,High
CVE-2023-1689,A minor issue related to minor ui bug was discovered.,2.4,Low
CVE-2023-1690,A vulnerability allows rce via crafted payload.,9.5,Critical
CVE-2023-1691,A vulnerability allows unauthenticated via crafted payload.,9.1,Critical
CVE-2023-1692,The application suffers from directory traversal which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1693,A vulnerability allows sql injection via crafted payload.,10.0,Critical
CVE-2023-1694,The application suffers from information disclosure which may lead to sensitive data leaks.,5.6,Medium
CVE-2023-1695,The application suffers from information disclosure which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1696,A minor issue related to local access was discovered.,2.4,Low
CVE-2023-1697,The application suffers from information disclosure which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1698,A minor issue related to complex setup was discovered.,1.5,Low
CVE-2023-1699,The application suffers from directory traversal which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1700,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.8,High
CVE-2023-1701,An attacker can exploit a xss vulnerability to compromise the system.,7.6,High
CVE-2023-1702,A minor issue related to local access was discovered.,1.9,Low
CVE-2023-1703,The application suffers from information disclosure which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1704,"An attacker can exploit a xss vulnerability to compromise the system. However, it requires physical access and user interaction.",7.5,Low
CVE-2023-1705,The application suffers from directory traversal which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1706,"The application suffers from csrf which may lead to sensitive data leaks. However, it requires physical access and user interaction.",8.9,Low
CVE-2023-1707,The application suffers from csrf which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1708,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.5,High
CVE-2023-1709,An attacker can exploit a denial of service vulnerability to compromise the system.,7.5,High
CVE-2023-1710,The application suffers from bypass which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1711,A vulnerability allows rce via crafted payload.,9.5,Critical
CVE-2023-1712,A minor issue related to local access was discovered.,2.8,Low
CVE-2023-1713,A vulnerability allows rce via crafted payload.,9.1,Critical
CVE-2023-1714,A minor issue related to deprecated algorithm was discovered.,1.3,Low
CVE-2023-1715,The application suffers from information disclosure which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1716,A minor issue related to deprecated algorithm was discovered.,1.4,Low
CVE-2023-1717,A vulnerability allows remote code execution via crafted payload.,9.5,Critical
CVE-2023-1718,A minor issue related to complex setup was discovered.,3.5,Low
CVE-2023-1719,An attacker can exploit a xss vulnerability to compromise the system.,7.3,High
CVE-2023-1720,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.8,High
CVE-2023-1721,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.8,High
CVE-2023-1722,An attacker can exploit a dos vulnerability to compromise the system.,8.7,High
CVE-2023-1723,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.1,High
CVE-2023-1724,The application suffers from csrf which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1725,A vulnerability allows sql injection via crafted payload.,9.9,Critical
CVE-2023-1726,A minor issue related to minor ui bug was discovered.,2.7,Low
CVE-2023-1727,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.4,High
CVE-2023-1728,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.4,High
CVE-2023-1729,A vulnerability allows rce via crafted payload.,9.4,Critical
CVE-2023-1730,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.2,High
CVE-2023-1731,A vulnerability allows rce via crafted payload.,9.3,Critical
CVE-2023-1732,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.1,High
CVE-2023-1733,The application suffers from directory traversal which may lead to sensitive data leaks.,5.6,Medium
CVE-2023-1734,A vulnerability allows remote code execution via crafted payload.,10.0,Critical
CVE-2023-1735,An attacker can exploit a xss vulnerability to compromise the system.,8.6,High
CVE-2023-1736,A minor issue related to complex setup was discovered.,1.7,Low
CVE-2023-1737,An attacker can exploit a dos vulnerability to compromise the system.,8.0,High
CVE-2023-1738,The application suffers from information disclosure which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1739,A vulnerability allows default password via crafted payload.,9.2,Critical
CVE-2023-1740,The application suffers from directory traversal which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1741,A minor issue related to complex setup was discovered.,1.4,Low
CVE-2023-1742,A minor issue related to complex setup was discovered.,1.3,Low
CVE-2023-1743,An attacker can exploit a xss vulnerability to compromise the system.,8.6,High
CVE-2023-1744,A minor issue related to deprecated algorithm was discovered.,2.4,Low
CVE-2023-1745,The application suffers from information disclosure which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1746,An attacker can exploit a xss vulnerability to compromise the system.,7.6,High
CVE-2023-1747,A vulnerability allows root privilege via crafted payload.,9.6,Critical
CVE-2023-1748,The application suffers from bypass which may lead to sensitive data leaks.,5.9,Medium
CVE-2023-1749,The application suffers from spoofing which may lead to sensitive data leaks.,6.0,Medium
CVE-2023-1750,A minor issue related to minor ui bug was discovered.,1.8,Low
CVE-2023-1751,The application suffers from bypass which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1752,A minor issue related to version exposure was discovered.,2.6,Low
CVE-2023-1753,The application suffers from csrf which may lead to sensitive data leaks.,4.8,Medium
CVE-2023-1754,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.2,High
CVE-2023-1755,The application suffers from spoofing which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1756,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.2,High
CVE-2023-1757,The application suffers from directory traversal which may lead to sensitive data leaks.,4.7,Medium
CVE-2023-1758,The application suffers from spoofing which may lead to sensitive data leaks.,5.6,Medium
CVE-2023-1759,A minor issue related to version exposure was discovered.,2.3,Low
CVE-2023-1760,The application suffers from spoofing which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1761,The application suffers from csrf which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1762,A minor issue related to deprecated algorithm was discovered.,3.3,Low
CVE-2023-1763,"The application suffers from csrf which may lead to sensitive data leaks. However, it requires physical access and user interaction.",7.9,Low
CVE-2023-1764,A vulnerability allows unauthenticated via crafted payload.,9.6,Critical
CVE-2023-1765,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.5,High
CVE-2023-1766,A vulnerability allows default password via crafted payload.,9.3,Critical
CVE-2023-1767,A vulnerability allows sql injection via crafted payload.,9.7,Critical
CVE-2023-1768,The application suffers from directory traversal which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1769,A minor issue related to deprecated algorithm was discovered.,2.5,Low
CVE-2023-1770,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.2,High
CVE-2023-1771,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.0,High
CVE-2023-1772,A minor issue related to local access was discovered.,3.8,Low
CVE-2023-1773,An attacker can exploit a xss vulnerability to compromise the system.,7.4,High
CVE-2023-1774,The application suffers from spoofing which may lead to sensitive data leaks.,5.0,Medium
CVE-2023-1775,A vulnerability allows sql injection via crafted payload.,9.3,Critical
CVE-2023-1776,A minor issue related to complex setup was discovered.,3.1,Low
CVE-2023-1777,The application suffers from bypass which may lead to sensitive data leaks.,6.9,Medium
CVE-2023-1778,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.2,High
CVE-2023-1779,An attacker can exploit a denial of service vulnerability to compromise the system.,7.5,High
CVE-2023-1780,An attacker can exploit a dos vulnerability to compromise the system.,8.5,High
CVE-2023-1781,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.0,High
CVE-2023-1782,An attacker can exploit a dos vulnerability to compromise the system.,8.7,High
CVE-2023-1783,The application suffers from information disclosure which may lead to sensitive data leaks.,6.6,Medium
CVE-2023-1784,A minor issue related to deprecated algorithm was discovered.,2.1,Low
CVE-2023-1785,"An attacker can exploit a dos vulnerability to compromise the system. However, it requires physical access and user interaction.",7.4,Low
CVE-2023-1786,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.0,High
CVE-2023-1787,The application suffers from directory traversal which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1788,The application suffers from bypass which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1789,A minor issue related to deprecated algorithm was discovered.,2.8,Low
CVE-2023-1790,The application suffers from directory traversal which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1791,A minor issue related to version exposure was discovered.,3.0,Low
CVE-2023-1792,The application suffers from information disclosure which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1793,A minor issue related to deprecated algorithm was discovered.,2.5,Low
CVE-2023-1794,A vulnerability allows remote code execution via crafted payload.,9.9,Critical
CVE-2023-1795,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.9,High
CVE-2023-1796,"The application suffers from csrf which may lead to sensitive data leaks. However, it requires physical access and user interaction.",9.7,Low
CVE-2023-1797,The application suffers from csrf which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1798,"A vulnerability allows root privilege via crafted payload. However, it requires physical access and user interaction.",8.6,Low
CVE-2023-1799,A vulnerability allows root privilege via crafted payload.,9.4,Critical
CVE-2023-1800,The application suffers from spoofing which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1801,An attacker can exploit a denial of service vulnerability to compromise the system.,8.6,High
CVE-2023-1802,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.3,High
CVE-2023-1803,The application suffers from directory traversal which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1804,"A vulnerability allows sql injection via crafted payload. However, it requires physical access and user interaction.",7.7,Low
CVE-2023-1805,A vulnerability allows sql injection via crafted payload.,9.3,Critical
CVE-2023-1806,The application suffers from csrf which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1807,A vulnerability allows unauthenticated via crafted payload.,9.4,Critical
CVE-2023-1808,The application suffers from bypass which may lead to sensitive data leaks.,5.9,Medium
CVE-2023-1809,An attacker can exploit a buffer overflow vulnerability to compromise the system.,7.5,High
CVE-2023-1810,A vulnerability allows default password via crafted payload.,9.1,Critical
CVE-2023-1811,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.1,High
CVE-2023-1812,An attacker can exploit a dos vulnerability to compromise the system.,8.2,High
CVE-2023-1813,A vulnerability allows sql injection via crafted payload.,9.1,Critical
CVE-2023-1814,The application suffers from bypass which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1815,The application suffers from directory traversal which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1816,An attacker can exploit a denial of service vulnerability to compromise the system.,7.1,High
CVE-2023-1817,A minor issue related to local access was discovered.,1.3,Low
CVE-2023-1818,A vulnerability allows root privilege via crafted payload.,9.6,Critical
CVE-2023-1819,An attacker can exploit a xss vulnerability to compromise the system.,7.6,High
CVE-2023-1820,An attacker can exploit a denial of service vulnerability to compromise the system.,7.2,High
CVE-2023-1821,The application suffers from csrf which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1822,A minor issue related to deprecated algorithm was discovered.,1.4,Low
CVE-2023-1823,A vulnerability allows unauthenticated via crafted payload.,9.2,Critical
CVE-2023-1824,A vulnerability allows rce via crafted payload.,9.9,Critical
CVE-2023-1825,A minor issue related to version exposure was discovered.,1.9,Low
CVE-2023-1826,The application suffers from csrf which may lead to sensitive data leaks.,6.0,Medium
CVE-2023-1827,The application suffers from bypass which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1828,A minor issue related to local access was discovered.,1.8,Low
CVE-2023-1829,A vulnerability allows rce via crafted payload.,9.6,Critical
CVE-2023-1830,A vulnerability allows unauthenticated via crafted payload.,9.3,Critical
CVE-2023-1831,A vulnerability allows sql injection via crafted payload.,9.2,Critical
CVE-2023-1832,A vulnerability allows root privilege via crafted payload.,9.1,Critical
CVE-2023-1833,The application suffers from directory traversal which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1834,A minor issue related to deprecated algorithm was discovered.,1.0,Low
CVE-2023-1835,The application suffers from information disclosure which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1836,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.4,High
CVE-2023-1837,A minor issue related to minor ui bug was discovered.,1.6,Low
CVE-2023-1838,An attacker can exploit a dos vulnerability to compromise the system.,8.2,High
CVE-2023-1839,The application suffers from csrf which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1840,A minor issue related to deprecated algorithm was discovered.,1.6,Low
CVE-2023-1841,A vulnerability allows remote code execution via crafted payload.,9.0,Critical
CVE-2023-1842,A vulnerability allows unauthenticated via crafted payload.,9.2,Critical
CVE-2023-1843,A minor issue related to local access was discovered.,2.2,Low
CVE-2023-1844,A minor issue related to minor ui bug was discovered.,1.2,Low
CVE-2023-1845,The application suffers from information disclosure which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1846,"The application suffers from csrf which may lead to sensitive data leaks. However, it requires physical access and user interaction.",8.0,Low
CVE-2023-1847,The application suffers from csrf which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1848,An attacker can exploit a xss vulnerability to compromise the system.,8.0,High
CVE-2023-1849,The application suffers from directory traversal which may lead to sensitive data leaks.,6.5,Medium
CVE-2023-1850,An attacker can exploit a dos vulnerability to compromise the system.,7.1,High
CVE-2023-1851,The application suffers from csrf which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1852,A minor issue related to complex setup was discovered.,3.9,Low
CVE-2023-1853,An attacker can exploit a denial of service vulnerability to compromise the system.,8.6,High
CVE-2023-1854,A vulnerability allows remote code execution via crafted payload.,9.1,Critical
CVE-2023-1855,The application suffers from directory traversal which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1856,A vulnerability allows rce via crafted payload.,9.3,Critical
CVE-2023-1857,A vulnerability allows remote code execution via crafted payload.,9.9,Critical
CVE-2023-1858,A vulnerability allows default password via crafted payload.,9.6,Critical
CVE-2023-1859,The application suffers from information disclosure which may lead to sensitive data leaks.,4.1,Medium
CVE-2023-1860,An attacker can exploit a xss vulnerability to compromise the system.,8.8,High
CVE-2023-1861,A vulnerability allows sql injection via crafted payload.,9.6,Critical
CVE-2023-1862,The application suffers from information disclosure which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1863,A minor issue related to local access was discovered.,3.6,Low
CVE-2023-1864,The application suffers from information disclosure which may lead to sensitive data leaks.,6.6,Medium
CVE-2023-1865,The application suffers from spoofing which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1866,A vulnerability allows rce via crafted payload.,9.6,Critical
CVE-2023-1867,The application suffers from information disclosure which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1868,A vulnerability allows remote code execution via crafted payload.,9.2,Critical
CVE-2023-1869,A vulnerability allows remote code execution via crafted payload.,9.8,Critical
CVE-2023-1870,A minor issue related to local access was discovered.,1.3,Low
CVE-2023-1871,A minor issue related to complex setup was discovered.,3.0,Low
CVE-2023-1872,A minor issue related to version exposure was discovered.,3.0,Low
CVE-2023-1873,A vulnerability allows rce via crafted payload.,9.4,Critical
CVE-2023-1874,A vulnerability allows remote code execution via crafted payload.,9.3,Critical
CVE-2023-1875,A vulnerability allows unauthenticated via crafted payload.,9.2,Critical
CVE-2023-1876,The application suffers from bypass which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1877,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.0,High
CVE-2023-1878,The application suffers from spoofing which may lead to sensitive data leaks.,4.0,Medium
CVE-2023-1879,The application suffers from bypass which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1880,The application suffers from csrf which may lead to sensitive data leaks.,4.0,Medium
CVE-2023-1881,The application suffers from information disclosure which may lead to sensitive data leaks.,4.7,Medium
CVE-2023-1882,A vulnerability allows sql injection via crafted payload.,9.4,Critical
CVE-2023-1883,A minor issue related to local access was discovered.,1.2,Low
CVE-2023-1884,The application suffers from information disclosure which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1885,The application suffers from spoofing which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1886,The application suffers from information disclosure which may lead to sensitive data leaks.,6.6,Medium
CVE-2023-1887,The application suffers from directory traversal which may lead to sensitive data leaks.,5.2,Medium
CVE-2023-1888,The application suffers from bypass which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1889,The application suffers from spoofing which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1890,A vulnerability allows root privilege via crafted payload.,9.1,Critical
CVE-2023-1891,The application suffers from spoofing which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1892,The application suffers from csrf which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1893,An attacker can exploit a xss vulnerability to compromise the system.,7.5,High
CVE-2023-1894,The application suffers from csrf which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1895,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.1,High
CVE-2023-1896,A minor issue related to minor ui bug was discovered.,2.8,Low
CVE-2023-1897,A minor issue related to version exposure was discovered.,2.1,Low
CVE-2023-1898,A vulnerability allows rce via crafted payload.,9.6,Critical
CVE-2023-1899,A minor issue related to deprecated algorithm was discovered.,3.8,Low
CVE-2023-1900,A vulnerability allows rce via crafted payload.,9.5,Critical
CVE-2023-1901,The application suffers from bypass which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1902,A minor issue related to deprecated algorithm was discovered.,1.8,Low
CVE-2023-1903,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.7,High
CVE-2023-1904,A minor issue related to complex setup was discovered.,3.0,Low
CVE-2023-1905,"The application suffers from information disclosure which may lead to sensitive data leaks. However, it requires physical access and user interaction.",7.4,Low
CVE-2023-1906,A vulnerability allows root privilege via crafted payload.,9.6,Critical
CVE-2023-1907,A minor issue related to deprecated algorithm was discovered.,2.8,Low
CVE-2023-1908,The application suffers from bypass which may lead to sensitive data leaks.,5.3,Medium
CVE-2023-1909,A vulnerability allows sql injection via crafted payload.,9.0,Critical
CVE-2023-1910,A minor issue related to deprecated algorithm was discovered.,1.3,Low
CVE-2023-1911,A vulnerability allows remote code execution via crafted payload.,9.6,Critical
CVE-2023-1912,A minor issue related to deprecated algorithm was discovered.,1.9,Low
CVE-2023-1913,An attacker can exploit a denial of service vulnerability to compromise the system.,8.1,High
CVE-2023-1914,The application suffers from directory traversal which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1915,A minor issue related to complex setup was discovered.,2.9,Low
CVE-2023-1916,The application suffers from information disclosure which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1917,The application suffers from bypass which may lead to sensitive data leaks.,5.5,Medium
CVE-2023-1918,The application suffers from information disclosure which may lead to sensitive data leaks.,5.7,Medium
CVE-2023-1919,The application suffers from information disclosure which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1920,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.1,High
CVE-2023-1921,A vulnerability allows sql injection via crafted payload.,9.4,Critical
CVE-2023-1922,An attacker can exploit a dos vulnerability to compromise the system.,8.4,High
CVE-2023-1923,A minor issue related to deprecated algorithm was discovered.,2.8,Low
CVE-2023-1924,"A vulnerability allows remote code execution via crafted payload. However, it requires physical access and user interaction.",9.0,Low
CVE-2023-1925,A minor issue related to deprecated algorithm was discovered.,1.9,Low
CVE-2023-1926,The application suffers from information disclosure which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1927,A vulnerability allows remote code execution via crafted payload.,9.2,Critical
CVE-2023-1928,The application suffers from csrf which may lead to sensitive data leaks.,6.1,Medium
CVE-2023-1929,An attacker can exploit a buffer overflow vulnerability to compromise the system.,8.5,High
CVE-2023-1930,The application suffers from directory traversal which may lead to sensitive data leaks.,6.0,Medium
CVE-2023-1931,A vulnerability allows default password via crafted payload.,9.1,Critical
CVE-2023-1932,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.3,High
CVE-2023-1933,The application suffers from information disclosure which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1934,The application suffers from bypass which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1935,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.7,High
CVE-2023-1936,A minor issue related to deprecated algorithm was discovered.,1.3,Low
CVE-2023-1937,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,8.4,High
CVE-2023-1938,A vulnerability allows unauthenticated via crafted payload.,9.6,Critical
CVE-2023-1939,A minor issue related to local access was discovered.,3.5,Low
CVE-2023-1940,The application suffers from bypass which may lead to sensitive data leaks.,4.5,Medium
CVE-2023-1941,A minor issue related to minor ui bug was discovered.,3.3,Low
CVE-2023-1942,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.4,High
CVE-2023-1943,The application suffers from directory traversal which may lead to sensitive data leaks.,4.9,Medium
CVE-2023-1944,The application suffers from directory traversal which may lead to sensitive data leaks.,5.0,Medium
CVE-2023-1945,The application suffers from spoofing which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1946,The application suffers from bypass which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1947,An attacker can exploit a denial of service vulnerability to compromise the system.,8.7,High
CVE-2023-1948,The application suffers from spoofing which may lead to sensitive data leaks.,6.4,Medium
CVE-2023-1949,An attacker can exploit a dos vulnerability to compromise the system.,8.8,High
CVE-2023-1950,A minor issue related to local access was discovered.,3.8,Low
CVE-2023-1951,A vulnerability allows root privilege via crafted payload.,9.4,Critical
CVE-2023-1952,An attacker can exploit a xss vulnerability to compromise the system.,8.3,High
CVE-2023-1953,A minor issue related to minor ui bug was discovered.,1.9,Low
CVE-2023-1954,A vulnerability allows rce via crafted payload.,9.2,Critical
CVE-2023-1955,A minor issue related to version exposure was discovered.,2.7,Low
CVE-2023-1956,A vulnerability allows rce via crafted payload.,9.8,Critical
CVE-2023-1957,A vulnerability allows default password via crafted payload.,9.8,Critical
CVE-2023-1958,An attacker can exploit a dos vulnerability to compromise the system.,7.3,High
CVE-2023-1959,The application suffers from directory traversal which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1960,A vulnerability allows remote code execution via crafted payload.,9.9,Critical
CVE-2023-1961,An attacker can exploit a dos vulnerability to compromise the system.,8.6,High
CVE-2023-1962,A minor issue related to complex setup was discovered.,2.1,Low
CVE-2023-1963,The application suffers from spoofing which may lead to sensitive data leaks.,6.2,Medium
CVE-2023-1964,The application suffers from directory traversal which may lead to sensitive data leaks.,4.2,Medium
CVE-2023-1965,The application suffers from information disclosure which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1966,The application suffers from csrf which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1967,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.7,High
CVE-2023-1968,The application suffers from directory traversal which may lead to sensitive data leaks.,5.8,Medium
CVE-2023-1969,The application suffers from directory traversal which may lead to sensitive data leaks.,4.0,Medium
CVE-2023-1970,A vulnerability allows default password via crafted payload.,10.0,Critical
CVE-2023-1971,The application suffers from directory traversal which may lead to sensitive data leaks.,5.1,Medium
CVE-2023-1972,The application suffers from information disclosure which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1973,The application suffers from information disclosure which may lead to sensitive data leaks.,6.6,Medium
CVE-2023-1974,An attacker can exploit a cross-site scripting vulnerability to compromise the system.,7.8,High
CVE-2023-1975,A minor issue related to minor ui bug was discovered.,1.9,Low
CVE-2023-1976,The application suffers from information disclosure which may lead to sensitive data leaks.,4.6,Medium
CVE-2023-1977,An attacker can exploit a dos vulnerability to compromise the system.,8.0,High
CVE-2023-1978,The application suffers from spoofing which may lead to sensitive data leaks.,6.8,Medium
CVE-2023-1979,The application suffers from information disclosure which may lead to sensitive data leaks.,4.7,Medium
CVE-2023-1980,A vulnerability allows root privilege via crafted payload.,9.5,Critical
CVE-2023-1981,A vulnerability allows default password via crafted payload.,9.6,Critical
CVE-2023-1982,A minor issue related to minor ui bug was discovered.,1.7,Low
CVE-2023-1983,The application suffers from directory traversal which may lead to sensitive data leaks.,6.7,Medium
CVE-2023-1984,The application suffers from directory traversal which may lead to sensitive data leaks.,5.4,Medium
CVE-2023-1985,The application suffers from information disclosure which may lead to sensitive data leaks.,4.3,Medium
CVE-2023-1986,A minor issue related to complex setup was discovered.,2.4,Low
CVE-2023-1987,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.6,High
CVE-2023-1988,A vulnerability allows sql injection via crafted payload.,9.3,Critical
CVE-2023-1989,An attacker can exploit a xss vulnerability to compromise the system.,8.4,High
CVE-2023-1990,A minor issue related to complex setup was discovered.,1.6,Low
CVE-2023-1991,A vulnerability allows sql injection via crafted payload.,9.6,Critical
CVE-2023-1992,The application suffers from spoofing which may lead to sensitive data leaks.,5.3,Medium
CVE-2023-1993,The application suffers from csrf which may lead to sensitive data leaks.,6.3,Medium
CVE-2023-1994,An attacker can exploit a privilege escalation vulnerability to compromise the system.,8.5,High
CVE-2023-1995,A minor issue related to deprecated algorithm was discovered.,1.6,Low
CVE-2023-1996,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.3,High
CVE-2023-1997,An attacker can exploit a dos vulnerability to compromise the system.,8.7,High
CVE-2023-1998,An attacker can exploit a privilege escalation vulnerability to compromise the system.,7.7,High
CVE-2023-1999,The application suffers from information disclosure which may lead to sensitive data leaks.,4.1,Medium
